X_post:分享图片; Y_reply:清冷美女
X_post:晚睡?糖吃@腮猫折信; Y_reply:甜甜哒晚安 [兔子]
X_post:抑郁症晚安?; Y_reply:晚安?
X_post:抑郁症 晚饭吃什么呀; Y_reply:回复@Raseannn:没有 家里都做好了饭 不能随便点外卖 准备周末去吃！！ [羞嗒嗒]
X_post:双相情感障碍我或许是一只老鼠吧，在阴暗的角落里偷窥别人的幸福，还把自己也伪装成幸福的样子。大家都在前进，只有我还在原地，一无所有。; Y_reply:你不是！ [抱一抱]
X_post:那个齿轮家族款啥时候发货啊; Y_reply:不知道捏
X_post:对不起，我抑制不住内心的喜悦！我在原神棉花娃娃超话等级达到LV.4，获得小有名气头衔，快来恭喜我吧~ 传送门>>原神棉花娃娃; Y_reply:俺老猪也为你高兴，原神棉花娃娃真不错，恭喜恭喜！
X_post:宋居寒 寒寒下午好; Y_reply:晚上好，宝宝 [给你小心心]
X_post:放学回来啦～; Y_reply:好 "[我想开了]"
X_post:高桥文哉收周边带价来; Y_reply:看看私信
X_post:看着你这张照片留泪的时候我就知道那些日子绝对是你陪我走过来的你带给我的情绪价值是别人给不了的抑郁症英雄联盟陈泽; Y_reply:要开心哦！
X_post:我恨软考高项; Y_reply:这是什么东西 [跪了]
X_post:抑郁症害怕自己脑萎缩变得更傻但是又不想吃药怕以后没有药吃再停药的折腾世界不消停要是算了没有要是被打被骂被自己的亲人赶出来现在真的不知道自己要怎么办了停药情绪波动大右眼现在还有点不太舒服了; Y_reply:抱一抱
X_post:抑郁症 晚安?; Y_reply:晚安 [睡]
X_post:#LGD对战DRG#的比赛正在进行中,一起参与#2024KPL春季赛#话题讨论吧!九尾XXZ#LGD对战DRG#的比赛正在进行中,一起参与#2024KPL春季赛#话题讨论吧杭州LGDNBW加油?; Y_reply:7
X_post:抑郁症一直耳鸣; Y_reply:[抱抱]
X_post:刘逸云 #nomoresadsongstour2024# #amber2024巡演# 可以蹭一下宫老的热度吗?拥抱比亲吻更有力量?侧耳倾听，那是两颗心碰在一起的声音?那是我情不自禁的在乎与珍惜????@刘逸云Amber P城流动摊贩-的微博视频; Y_reply:回复@P城流动摊贩-:手感不一样啊……… [doge]
X_post:九尾XXZ家人们谁能告诉我一下去线下领应援的要求嘛，我明天就要去见尾子了，第一次，没有什么经验，所以就来求助一下大家！; Y_reply:给你私信了   但是只能发一条 [允悲]
X_post:高桥文哉这是哪套杂志或者有人出吗; Y_reply:杂志’ar‘
X_post:抑郁症 来大姨妈了 … 恭喜 推迟5天了 这几天超级烦; Y_reply:[抱抱]
X_post:抑郁症 真的好想死，清醒一点清醒一点但是我好难受如果我今晚出事了，他们肯定会怪我要求出院; Y_reply:我们都没错只是太痛苦了，想要提前回家了 [悲伤]
X_post:宝宝我可以摸摸你私密的地方吗？我就摸摸不进去，我草你妈你钱包怎么是空的; Y_reply:哦！
X_post:啥情况呀; Y_reply:啊
X_post:轮博我一辈子懂不了。。; Y_reply:回复@朱砂芝酱:小于500fo只能砖30条左右 大于500fo能砖1000左右（还要满足能瓶29条）
X_post:好; Y_reply:回复@楚沐林:哈哈，俺老孙失态了。
X_post:杭州LGDNBW张角你是看不见干将嘛？; Y_reply:回复@银河也睡着啦:别被淘汰了啊，下场感觉boa好猛 [泪]
X_post:抑郁症看到一个帖子说，抑郁症是世界上最温柔的病，只伤害自己，伤害家人的都是精神病。。。; Y_reply:抱抱照顾好自己 [抱抱]
X_post:抑郁症等我想开了我会用刀刺向自己; Y_reply:[抱抱]
X_post:抑郁症感觉自己就像阴沟里的老鼠他们说着我思想有问题说医生说这个病就是思想有问题然后另一个说好吃好喝养着养大了她自己要废也没有办法; Y_reply:抱抱抱 [抱抱]
X_post:刘逸云 #独立音乐人amber刘逸云# #全世界最好的刘逸云# 嘿嘿Jackie happy bday@刘逸云Amber 姐宝女又快乐了; Y_reply:回复@P城流动摊贩-:所以…………同喜同喜 [坏笑]
X_post:马嘉祺#和马嘉祺一起拥抱春天##马嘉祺小熊花园#[送福]#马嘉祺这是我的岛# 传说中一夜暴涨22个站子的上海路演《我想我不够好》@时代少年团队长-马嘉祺#腾讯音乐由你榜#?Fri Friday?#Forever Child-马嘉祺[音乐]#嘉祺赞歌AHymnForYou的秒拍视频; Y_reply:[打call]
X_post:九尾XXZ你今天超棒的！@LGDNBW-九尾; Y_reply:回复@银河也睡着啦:尾丝要坚定自信 [抱一抱]
X_post:范丞丞?#范丞丞扫黑拨云见日#? #范丞丞小巷人家# 繁星之下盼晨曦，黄昏之后思蝉鸣，皎月清凉你是我的方向. ??????? ????? ????, ??? ?????? ???? ?? ????, ???  ...全文; Y_reply:范丞丞
X_post:时代少年团?#时代少年团 珺璟如烨# ?#时代少年团 星奔川骛##时代少年团 破局向新# “你就像一道光照耀着我，给予我无尽的快乐”"??? ??? ???? ? ????? ??????? ?? ?? ??? ???? ...全文; Y_reply:祝你年年皆胜意，岁岁都欢愉！！！
X_post:预言一波邓薇今天粗来玩; Y_reply:回复@邓为美得好过分:你好牛
X_post:天呐几百年没见过这么大的乌云了; Y_reply:有点吓人 [傻眼]
X_post:#WCBA联赛# 我已为@杨舒予YSY  送出花瓣！新赛季我与你同在~WCBA球员势力榜; Y_reply:你好，你感兴趣的“WCBA联赛”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入&gt;&gt; WCBA联赛[超话]
X_post:咳嗽鼻塞吃以下哪种感冒药1感康2九九九感冒灵3荆防颗粒4桉柠蒎肠溶胶囊，我现在快死了; Y_reply:我这两天也这样….北京害我好惨[淚]
X_post:#行止张嘴了#就当圆了楚乔传的梦了，楚乔传好像没亲过吧; Y_reply:亲过 [兔子]
X_post:我宝宝心里有我！; Y_reply:哈哈哈，又幸福了
